,品名,规格（客户看板）,长度/mm,支/件,材质,执行标准,品牌/厂家,提货地,理计,过磅,备注（可随意改动）,库存,供应商/联系方式（后台可见，每日更新价格时可选最低价供应商）,供货价/元,差价/元
型材,H型钢,100*100*6*8,12000,,Q355B,,,,,,,,,,
型材,H型钢,100*100*6*8,12000,,Q355B,,,,,,,,,,
型材,H型钢,125*125*6.5*9,12000,,Q355B,,,,,,,,,,
型材,H型钢,125*125*6.5*9,12000,,Q355B,,,,,,,,,,
型材,H型钢,125*125*6.5*9,12000,,Q355B,,,,,,,,,,
型材,H型钢,125*125*6.5*9,12000,,Q355B,,,,,,,,,,
型材,H型钢,125*125*6.5*9,12000,,Q355B,,,,,,,,,,
型材,H型钢,125*125*6.5*9,12000,,Q355B,,,,,,,,,,
型材,H型钢,125*125*6.5*9,12000,,Q355B,,,,,,,,,,
型材,H型钢,150*75*5*7,12000,,Q355B,,,,,,,,,,
型材,H型钢,150*75*5*7,12000,,Q355B,,,,,,,,,,
型材,H型钢,150*75*5*7,12000,,Q355B,,,,,,,,,,
型材,H型钢,150*75*5*7,12000,,Q355B,,,,,,,,,,
型材,H型钢,150*75*5*7,12000,,Q355B,,,,,,,,,,
型材,H型钢,150*75*5*7,12000,,Q355B,,,,,,,,,,
型材,H型钢,150*75*5*7,12000,,Q355B,,,,,,,,,,
型材,H型钢,175*175*7.5*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,175*175*7.5*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,175*175*7.5*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,175*175*7.5*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,175*175*7.5*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,175*175*7.5*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,175*175*7.5*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,198*99*4.5*7,12000,,Q355B,,,,,,,,,,
型材,H型钢,198*99*4.5*7,12000,,Q355B,,,,,,,,,,
型材,H型钢,198*99*4.5*7,12000,,Q355B,,,,,,,,,,
型材,H型钢,198*99*4.5*7,12000,,Q355B,,,,,,,,,,
型材,H型钢,198*99*4.5*7,12000,,Q355B,,,,,,,,,,
型材,H型钢,198*99*4.5*7,12000,,Q355B,,,,,,,,,,
型材,H型钢,198*99*4.5*7,12000,,Q355B,,,,,,,,,,
型材,H型钢,200*200*8*12,12000,,Q355B,,,,,,,,,,
型材,H型钢,200*200*8*12,12000,,Q355B,,,,,,,,,,
型材,H型钢,200*200*8*12,12000,,Q355B,,,,,,,,,,
型材,H型钢,200*200*8*12,12000,,Q355B,,,,,,,,,,
型材,H型钢,200*200*8*12,12000,,Q355B,,,,,,,,,,
型材,H型钢,200*200*8*12,12000,,Q355B,,,,,,,,,,
型材,H型钢,200*200*8*12,12000,,Q355B,,,,,,,,,,
型材,H型钢,244*175*7*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,244*175*7*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,244*175*7*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,244*175*7*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,244*175*7*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,244*175*7*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,244*175*7*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,250*250*9*14,12000,,Q355B,,,,,,,,,,
型材,H型钢,250*250*9*14,12000,,Q355B,,,,,,,,,,
型材,H型钢,250*250*9*14,12000,,Q355B,,,,,,,,,,
型材,H型钢,250*250*9*14,12000,,Q355B,,,,,,,,,,
型材,H型钢,250*250*9*14,12000,,Q355B,,,,,,,,,,
型材,H型钢,250*250*9*14,12000,,Q355B,,,,,,,,,,
型材,H型钢,250*250*9*14,12000,,Q355B,,,,,,,,,,
型材,H型钢,294*200*8*12,12000,,Q355B,,,,,,,,,,
型材,H型钢,294*200*8*12,12000,,Q355B,,,,,,,,,,
型材,H型钢,294*200*8*12,12000,,Q355B,,,,,,,,,,
型材,H型钢,294*200*8*12,12000,,Q355B,,,,,,,,,,
型材,H型钢,294*200*8*12,12000,,Q355B,,,,,,,,,,
型材,H型钢,294*200*8*12,12000,,Q355B,,,,,,,,,,
型材,H型钢,294*200*8*12,12000,,Q355B,,,,,,,,,,
型材,H型钢,298*149*5.5*8,12000,,Q355B,,,,,,,,,,
型材,H型钢,298*149*5.5*8,12000,,Q355B,,,,,,,,,,
型材,H型钢,298*149*5.5*8,12000,,Q355B,,,,,,,,,,
型材,H型钢,298*149*5.5*8,12000,,Q355B,,,,,,,,,,
型材,H型钢,298*149*5.5*8,12000,,Q355B,,,,,,,,,,
型材,H型钢,298*149*5.5*8,12000,,Q355B,,,,,,,,,,
型材,H型钢,298*149*5.5*8,12000,,Q355B,,,,,,,,,,
型材,H型钢,300*300*10*15,12000,,Q355B,,,,,,,,,,
型材,H型钢,300*300*10*15,12000,,Q355B,,,,,,,,,,
型材,H型钢,300*300*10*15,12000,,Q355B,,,,,,,,,,
型材,H型钢,300*300*10*15,12000,,Q355B,,,,,,,,,,
型材,H型钢,300*300*10*15,12000,,Q355B,,,,,,,,,,
型材,H型钢,300*300*10*15,12000,,Q355B,,,,,,,,,,
型材,H型钢,300*300*10*15,12000,,Q355B,,,,,,,,,,
型材,H型钢,346*174*6*9,12000,,Q355B,,,,,,,,,,
型材,H型钢,346*174*6*9,12000,,Q355B,,,,,,,,,,
型材,H型钢,346*174*6*9,12000,,Q355B,,,,,,,,,,
型材,H型钢,346*174*6*9,12000,,Q355B,,,,,,,,,,
型材,H型钢,346*174*6*9,12000,,Q355B,,,,,,,,,,
型材,H型钢,346*174*6*9,12000,,Q355B,,,,,,,,,,
型材,H型钢,346*174*6*9,12000,,Q355B,,,,,,,,,,
型材,H型钢,396*199*7*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,396*199*7*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,396*199*7*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,396*199*7*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,396*199*7*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,396*199*7*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,396*199*7*11,12000,,Q355B,,,,,,,,,,
型材,H型钢,500*200*10*16,12000,,Q355B,,,,,,,,,,
型材,H型钢,500*200*10*16,12000,,Q355B,,,,,,,,,,
型材,H型钢,500*200*10*16,12000,,Q355B,,,,,,,,,,
型材,H型钢,500*200*10*16,12000,,Q355B,,,,,,,,,,
型材,H型钢,500*200*10*16,12000,,Q355B,,,,,,,,,,
型材,H型钢,500*200*10*16,12000,,Q355B,,,,,,,,,,
型材,H型钢,500*200*10*16,12000,,Q355B,,,,,,,,,,
型材,H型钢,32B,12000,,Q355B,,,,,,,,,,
,槽钢,14B,,,,,,,,,,,,,
,槽钢,W(kg/m) = 0.00785 × [hd + 2t(b-d) + 0.339(r?-r??)],,,,,,,,,,,,,
,槽钢,5,6,,,,,,,,,,,,
,槽钢,6.3,6,,,,,,,,,,,,
,槽钢,6.5,6,,,,,,,,,,,,
,槽钢,8,6,,,,,,,,,,,,
,槽钢,10,6,,,,,,,,,,,,
,槽钢,12,6,,,,,,,,,,,,
,槽钢,12.6,6,,,,,,,,,,,,
,槽钢,14a,6,,,,,,,,,,,,
,槽钢,14b,6,,,,,,,,,,,,
,槽钢,16a,6,,,,,,,,,,,,
,槽钢,16b,6,,,,,,,,,,,,
,槽钢,18a,6,,,,,,,,,,,,
,槽钢,18b,6,,,,,,,,,,,,
,槽钢,20a,6,,,,,,,,,,,,
,槽钢,20b,6,,,,,,,,,,,,
,槽钢,22a,6,,,,,,,,,,,,
,槽钢,22b,6,,,,,,,,,,,,
,槽钢,24a,6,,,,,,,,,,,,
,槽钢,24b,6,,,,,,,,,,,,
,槽钢,24c,6,,,,,,,,,,,,
,槽钢,25a,6,,,,,,,,,,,,
,槽钢,25b,6,,,,,,,,,,,,
,槽钢,25c,6,,,,,,,,,,,,
,槽钢,27a,6,,,,,,,,,,,,
,槽钢,27b,6,,,,,,,,,,,,
,槽钢,27c,6,,,,,,,,,,,,
,槽钢,28a,6,,,,,,,,,,,,
,槽钢,28b,6,,,,,,,,,,,,
,槽钢,28c,6,,,,,,,,,,,,
,槽钢,30a,6,,,,,,,,,,,,
,槽钢,30b,6,,,,,,,,,,,,
,槽钢,30c,6,,,,,,,,,,,,
,槽钢,32a,6,,,,,,,,,,,,
,槽钢,32b,6,,,,,,,,,,,,
,槽钢,32c,6,,,,,,,,,,,,
,槽钢,36a,6,,,,,,,,,,,,
,槽钢,36b,6,,,,,,,,,,,,
,槽钢,36c,6,,,,,,,,,,,,
,槽钢,40a,6,,,,,,,,,,,,
,槽钢,40b,6,,,,,,,,,,,,
,槽钢,40c,6,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.3,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,6.5,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,8,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,10,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,12.6,6000,,,,,,,,,,,,
,槽钢,140B,9000,,,,,,,,,,,,
,槽钢,140B,6000,,,,,,,,,,,,
,槽钢,14,6000,,,,,,,,,,,,
,槽钢,14,6000,,,,,,,,,,,,
